epoch,train_loss,train_ce_loss,train_reg_loss,train_perplexity,val_loss,val_ce_loss,val_reg_loss,val_perplexity,epoch_time_sec,learning_rate
1,3.2627959279674785,2.3776719225018392,0.8851240097062861,10.77977747098309,2.975868795800397,2.0912898994806244,0.8845788883411978,8.095350621074612,4636.043709754944,0.0004
2,2.8589142952040723,1.972927250880969,0.8859870486815457,7.19169760945143,2.8875469110143466,2.002160041351018,0.8853868691940007,7.405034015917579,4344.554110050201,0.0004
3,2.6990766070576995,1.8117095169578143,0.8873670880384597,6.120902279559097,2.8669819888167494,1.9805709930855455,0.8864109971391874,7.246879722237665,3904.283305883408,0.0004
4,2.567442694907132,1.678597401606707,0.8888452938894038,5.3580355262526025,2.877762449069286,1.9899771739178755,0.8877852737434268,7.315366779240915,3908.336448907852,0.0004
5,2.448703079355564,1.5586453348751597,0.8900577456583618,4.752379000488982,2.8957229467827506,2.006841247475992,0.8888817025920538,7.439779769074163,5046.081277370453,0.0004
6,2.301902895388396,1.4108104851877266,0.8910924077269589,4.099276460907655,2.9330810561893492,2.043362785512068,0.889718261290723,7.716514600814898,7191.4962656497955,0.0004
7,2.1885790831957883,1.2966429965769348,0.8919360827315937,3.656999478547276,2.989187696787316,2.0988344582985707,0.8903532431820246,8.156657445658908,13529.086428642273,0.0004
8,2.0831678876056974,1.1904701476276156,0.8926977375043711,3.288626984157718,3.0286823220140353,2.1373925274751318,0.8912897907842802,8.477304447163716,4905.290802717209,0.0004
